Date,active_cases,cured,death,total_confirmed_cases
2020-01-30T13:33:00.00+05:30,1,0,0,1
2020-02-02T10:39:00.00+05:30,2,0,0,2
2020-02-03T12:13:00.00+05:30,3,0,0,3
2020-03-02T14:28:00.00+05:30,5,0,0,5
2020-03-03T19:36:00.00+05:30,6,0,0,6
2020-03-10T12:00:00.00+05:30,47,0,0,47
2020-03-11T17:30:00.00+05:30,60,0,0,60
2020-03-12T11:00:00.00+05:30,73,0,0,73
2020-03-12T18:00:00.00+05:30,71,3,0,74
2020-03-13T10:00:00.00+05:30,71,3,1,75
2020-03-13T22:15:00.00+05:30,67,10,2,79
2020-03-14T09:00:00.00+05:30,71,10,2,83
2020-03-14T16:55:00.00+05:30,72,10,2,84
2020-03-15T08:55:00.00+05:30,82,9,2,93
2020-03-15T12:00:00.00+05:30,96,9,2,107
2020-03-15T17:00:00.00+05:30,95,10,2,107
2020-03-15T23:30:00.00+05:30,95,13,2,110
2020-03-16T16:00:00.00+05:30,99,13,2,114
2020-03-17T09:15:00.00+05:30,110,13,2,125
2020-03-17T10:55:00.00+05:30,109,13,3,125
2020-03-17T11:52:00.00+05:30,110,13,3,126
2020-03-17T17:15:00.00+05:30,120,14,3,137
2020-03-18T09:00:00.00+05:30,130,14,3,147
2020-03-18T17:15:00.00+05:30,134,14,3,151
2020-03-19T09:00:00.00+05:30,148,15,3,166
2020-03-19T16:30:00.00+05:30,148,15,4,167
2020-03-19T17:00:00.00+05:30,149,20,4,173
2020-03-20T09:00:00.00+05:30,171,20,4,195
2020-03-20T17:00:00.00+05:30,196,23,4,223
2020-03-21T09:00:00.00+05:30,231,23,4,258
2020-03-21T16:45:00.00+05:30,256,23,4,283
2020-03-22T09:45:00.00+05:30,296,24,4,324
2020-03-22T11:45:00.00+05:30,295,24,5,324
2020-03-22T18:30:00.00+05:30,329,24,7,360
2020-03-23T09:00:00.00+05:30,359,24,7,390
2020-03-23T10:30:00.00+05:30,359,24,7,390
2020-03-23T18:00:00.00+05:30,402,24,7,433
2020-03-23T20:15:00.00+05:30,390,35,9,434
2020-03-24T08:45:00.00+05:30,446,37,9,492
2020-03-24T17:45:00.00+05:30,470,40,9,519
2020-03-24T20:15:00.00+05:30,469,40,10,519
2020-03-25T09:15:00.00+05:30,512,41,9,562
2020-03-25T18:45:00.00+05:30,553,43,10,606
2020-03-26T10:15:00.00+05:30,593,43,13,649
2020-03-26T20:00:00.00+05:30,634,45,15,694
2020-03-27T09:15:00.00+05:30,640,67,17,724
2020-03-28T09:30:00.00+05:30,775,79,19,873
2020-03-28T17:45:00.00+05:30,810,80,19,909
2020-03-29T10:00:00.00+05:30,867,87,25,979
2020-03-29T19:30:00.00+05:30,901,96,27,1024
2020-03-30T10:30:00.00+05:30,942,100,29,1071
2020-03-30T21:30:00.00+05:30,1072,102,31,1205
2020-03-31T20:30:00.00+05:30,1200,124,35,1359
2020-04-01T09:00:00.00+05:30,1466,133,38,1637
2020-04-01T19:30:00.00+05:30,1649,144,41,1834
2020-04-02T09:00:00.00+05:30,1764,151,50,1965
2020-04-02T18:00:00.00+05:30,1860,156,53,2069
2020-04-03T09:00:00.00+05:30,2070,157,56,2283
2020-04-03T18:00:00.00+05:30,2245,163,62,2470
2020-04-04T09:00:00.00+05:30,2650,184,68,2902
2020-04-04T18:00:00.00+05:30,2784,213,75,3072
2020-04-05T09:00:00.00+05:30,3030,267,77,3374
2020-04-05T18:00:00.00+05:30,3219,275,83,3577
2020-04-06T09:00:00.00+05:30,3666,292,109,4067
2020-04-06T18:00:00.00+05:30,3851,319,111,4281
2020-04-07T09:00:00.00+05:30,3981,326,114,4421
2020-04-07T18:00:00.00+05:30,4312,353,124,4789
2020-04-08T08:00:00.00+05:30,4643,402,149,5194
2020-04-08T17:00:00.00+05:30,4714,411,149,5274
2020-04-09T08:00:00.00+05:30,5095,473,166,5734
2020-04-09T17:00:00.00+05:30,5218,478,169,5865
2020-04-10T08:00:00.00+05:30,5709,504,199,6412
2020-04-10T17:00:00.00+05:30,6039,516,206,6761
2020-04-11T08:00:00.00+05:30,6565,643,239,7447
2020-04-11T17:00:00.00+05:30,6634,653,242,7529
2020-04-12T08:00:00.00+05:30,7367,716,273,8356
2020-04-12T17:00:00.00+05:30,7409,765,273,8447
2020-04-13T08:00:00.00+05:30,7987,857,308,9152
2020-04-13T17:00:00.00+05:30,8048,980,324,9352
2020-04-14T08:00:00.00+05:30,8988,1036,339,10363
2020-04-14T17:00:00.00+05:30,9272,1190,353,10815
2020-04-15T08:00:00.00+05:30,9756,1306,377,11439
2020-04-15T17:00:00.00+05:30,10197,1344,392,11933
2020-04-16T08:00:00.00+05:30,10477,1489,414,12380
2020-04-16T17:00:00.00+05:30,10824,1515,420,12759
2020-04-17T08:00:00.00+05:30,11201,1749,437,13387
2020-04-17T17:00:00.00+05:30,11616,1767,452,13835
2020-04-18T08:00:00.00+05:30,11906,1992,480,14378
2020-04-18T17:00:00.00+05:30,12289,2015,488,14792
2020-04-19T08:00:00.00+05:30,12974,2231,507,15712
2020-04-19T17:00:00.00+05:30,13295,2302,519,16116
2020-04-20T08:00:00.00+05:30,14175,2547,543,17265
2020-04-20T17:00:00.00+05:30,14255,2842,559,17656
2020-04-21T08:00:00.00+05:30,14759,3252,590,18601
2020-04-21T17:00:00.00+05:30,15122,3260,603,18985
2020-04-22T08:00:00.00+05:30,15474,3870,640,19984
2020-04-22T17:00:00.00+05:30,15859,3960,652,20471
2020-04-23T08:00:00.00+05:30,16454,4258,681,21393
2020-04-23T17:00:00.00+05:30,16689,4325,686,21700
2020-04-24T08:00:00.00+05:30,17610,4749,718,23077
2020-04-24T17:00:00.00+05:30,17915,4814,723,23452
2020-04-25T08:00:00.00+05:30,18668,5063,775,24506
2020-04-25T17:00:00.00+05:30,18904,5210,779,24893
2020-04-26T08:00:00.00+05:30,19868,5804,824,26496
2020-04-26T17:00:00.00+05:30,19865,5914,826,26605
2020-04-27T08:00:00.00+05:30,20835,6185,872,27892
2020-04-27T17:00:00.00+05:30,20912,6362,886,28160
2020-04-28T08:00:00.00+05:30,21632,6869,934,29435
2020-04-28T17:00:00.00+05:30,21870,7027,937,29834
2020-04-29T08:00:00.00+05:30,22629,7696,1007,31332
2020-04-29T17:00:00.00+05:30,22904,7797,1008,31709
2020-04-30T08:00:00.00+05:30,23651,8325,1074,33050
2020-04-30T17:00:00.00+05:30,23882,8373,1075,33330
2020-05-01T08:00:00.00+05:30,24716,8889,1147,34752
2020-05-01T17:00:00.00+05:30,24755,9065,1152,34972
2020-05-02T08:00:00.00+05:30,25988,9951,1218,37157
2020-05-02T17:00:00.00+05:30,26430,10018,1223,37671
2020-05-03T08:00:00.00+05:30,27922,10633,1301,39856
2020-05-03T17:00:00.00+05:30,27931,10887,1306,40124
2020-05-04T08:00:00.00+05:30,29453,11707,1373,42533
2020-05-04T17:00:00.00+05:30,29685,11762,1389,42836
2020-05-05T08:00:00.00+05:30,32138,12727,1568,46433
2020-05-05T17:00:00.00+05:30,31967,13161,1583,46711
2020-05-06T08:00:00.00+05:30,33514,14183,1694,49391
2020-05-07T08:00:00.00+05:30,35902,15267,1783,52952
2020-05-08T08:00:00.00+05:30,37916,16540,1886,56342
2020-05-09T08:00:00.00+05:30,39834,17847,1981,59662
2020-05-10T08:00:00.00+05:30,41472,19358,2109,62939
2020-05-11T08:00:00.00+05:30,44029,20917,2206,67152
2020-05-12T08:00:00.00+05:30,46008,22455,2293,70756
2020-05-13T08:00:00.00+05:30,47480,24386,2415,74281
2020-05-14T08:00:00.00+05:30,49219,26235,2549,78003
2020-05-15T08:00:00.00+05:30,51401,27920,2649,81970
2020-05-16T08:00:00.00+05:30,52805,30153,2752,85710
2020-05-17T08:00:00.00+05:30,53656,34109,2872,90637
2020-05-18T08:00:00.00+05:30,55906,36824,3029,95759
2020-05-19T08:00:00.00+05:30,57988,39174,3163,100325
2020-05-20T08:00:00.00+05:30,60053,42298,3303,105654
2020-05-21T08:00:00.00+05:30,62221,45300,3435,110956
2020-05-22T08:00:00.00+05:30,64710,48534,3583,116827
2020-05-23T08:00:00.00+05:30,67698,51784,3720,123202
2020-05-24T08:00:00.00+05:30,71222,54441,3867,129530
2020-05-25T08:00:00.00+05:30,74461,57721,4021,136203
2020-05-26T08:00:00.00+05:30,77752,60491,4167,142410
2020-05-27T08:00:00.00+05:30,78991,64426,4337,147754
2020-05-28T08:00:00.00+05:30,81778,67692,4531,154001
2020-05-29T08:00:00.00+05:30,85314,71106,4706,161126
2020-05-30T08:00:00.00+05:30,81379,82370,4971,168720
2020-05-31T08:00:00.00+05:30,84504,86984,5164,176652
2020-06-01T08:00:00.00+05:30,87692,91819,5394,184905
2020-06-02T08:00:00.00+05:30,91167,95527,5598,192292
2020-06-03T08:00:00.00+05:30,94374,100303,5815,200492
2020-06-04T08:00:00.00+05:30,99254,104107,6075,209436
2020-06-05T08:00:00.00+05:30,110960,109462,6348,226770
2020-06-06T08:00:00.00+05:30,115942,114073,6642,236657
2020-06-07T08:00:00.00+05:30,120406,119293,6929,246628
2020-06-08T08:00:00.00+05:30,125381,124095,7135,256611
2020-06-09T08:00:00.00+05:30,129917,129215,7466,266598
2020-06-10T08:00:00.00+05:30,133632,135206,7745,276583
2020-06-11T08:00:00.00+05:30,137448,141029,8102,286579
2020-06-12T08:00:00.00+05:30,141842,147195,8498,297535
2020-06-13T08:00:00.00+05:30,145779,154330,8884,308993
2020-06-14T08:00:00.00+05:30,149348,162379,9195,320922
2020-06-15T08:00:00.00+05:30,153106,169798,9520,332424
2020-06-16T08:00:00.00+05:30,153178,180013,9900,343091
2020-06-17T08:00:00.00+05:30,154638,186935,11903,353476
2020-06-18T08:00:00.00+05:30,160384,194325,12237,366946
2020-06-19T08:00:00.00+05:30,163248,204711,12573,380532
2020-06-20T08:00:00.00+05:30,168269,213831,12948,395048
2020-06-21T08:00:00.00+05:30,169451,227756,13254,410461
2020-06-22T08:00:00.00+05:30,174387,237196,13699,425282
2020-06-23T08:00:00.00+05:30,178014,248190,14011,440215
2020-06-24T08:00:00.00+05:30,183022,258685,14476,456183
2020-06-25T08:00:00.00+05:30,186514,271697,14894,473105
2020-06-26T08:00:00.00+05:30,189463,285637,15301,490401
2020-06-27T08:00:00.00+05:30,197387,295881,15685,508953
2020-06-28T08:00:00.00+05:30,203051,309713,16095,528859
2020-06-29T08:00:00.00+05:30,210120,321723,16475,548318
2020-06-30T08:00:00.00+05:30,215125,334822,16893,566840
2020-07-01T08:00:00.00+05:30,220114,347979,17400,585493
2020-07-02T08:00:00.00+05:30,226947,359860,17834,604641
2020-07-03T08:00:00.00+05:30,227439,379892,18213,625544
2020-07-04T08:00:00.00+05:30,235433,394227,18655,648315
2020-07-05T08:00:00.00+05:30,244814,409083,19268,673165
2020-07-06T08:00:00.00+05:30,253287,424433,19693,697413
2020-07-07T08:00:00.00+05:30,259557,439948,20160,719665
2020-07-08T08:00:00.00+05:30,264944,456831,20642,742417
2020-07-09T08:00:00.00+05:30,269789,476378,21129,767296
2020-07-10T08:00:00.00+05:30,276685,495513,21604,793802
2020-07-11T08:00:00.00+05:30,283407,515386,22123,820916
2020-07-12T08:00:00.00+05:30,292258,534621,22674,849553
2020-07-13T08:00:00.00+05:30,301609,553471,23174,878254
2020-07-14T08:00:00.00+05:30,311565,571460,23727,906752
2020-07-15T08:00:00.00+05:30,319840,592032,24309,936181
2020-07-16T08:00:00.00+05:30,331146,612815,24915,968876
2020-07-17T08:00:00.00+05:30,342473,635757,25602,1003832
2020-07-18T08:00:00.00+05:30,358692,653751,26273,1038716
2020-07-19T08:00:00.00+05:30,373379,677423,26816,1077618
2020-07-20T08:00:00.00+05:30,390459,700087,27497,1118043
2020-07-21T08:00:00.00+05:30,402529,724578,28084,1155191
2020-07-22T08:00:00.00+05:30,411133,753050,28732,1192915
2020-07-23T08:00:00.00+05:30,426167,782607,29861,1238635
2020-07-24T08:00:00.00+05:30,440135,817209,30601,1287945
2020-07-25T08:00:00.00+05:30,456071,849432,31358,1336861
2020-07-26T08:00:00.00+05:30,467882,885577,32063,1385522
2020-07-27T08:00:00.00+05:30,485114,917568,32771,1435453
2020-07-28T08:00:00.00+05:30,496988,952743,33425,1483156
2020-07-29T08:00:00.00+05:30,509447,988029,34193,1531669
2020-07-30T08:00:00.00+05:30,528242,1020582,34968,1583792
2020-07-31T08:00:00.00+05:30,545318,1057805,35747,1638870
2020-08-01T08:00:00.00+05:30,565103,1094374,36511,1695988
2020-08-02T08:00:00.00+05:30,567730,1145629,37364,1750723
2020-08-03T08:00:00.00+05:30,579357,1186203,38135,1803695
2020-08-04T08:00:00.00+05:30,586298,1230509,38938,1855745
2020-08-05T08:00:00.00+05:30,586244,1282215,39795,1908254
2020-08-06T08:00:00.00+05:30,595501,1328336,40699,1964536
2020-08-07T08:00:00.00+05:30,607384,1378105,41585,2027074
2020-08-08T08:00:00.00+05:30,619088,1427005,42518,2088611
2020-08-09T08:00:00.00+05:30,628747,1480884,43379,2153010
2020-08-10T08:00:00.00+05:30,634945,1535743,44386,2215074
2020-08-11T08:00:00.00+05:30,639929,1583489,45257,2268675
2020-08-12T08:00:00.00+05:30,643948,1639599,46091,2329638
2020-08-13T08:00:00.00+05:30,653622,1695982,47033,2396637
2020-08-14T08:00:00.00+05:30,661595,1751555,48040,2461190
2020-08-15T08:00:00.00+05:30,667950,1808936,49036,2525922
2020-08-16T08:00:00.00+05:30,677444,1862258,49980,2589682
2020-08-17T08:00:00.00+05:30,676900,1919842,50921,2647663
2020-08-18T08:00:00.00+05:30,670066,1977779,51797,2699642
2020-08-19T08:00:00.00+05:30,676514,2037870,52889,2767273
2020-08-20T08:00:00.00+05:30,686395,2096664,53866,2836925
2020-08-21T08:00:00.00+05:30,692030,2158946,54849,2905825
2020-08-22T08:00:00.00+05:30,697330,2222577,55794,2975701
2020-08-23T08:00:00.00+05:30,707668,2280566,56706,3044940
2020-08-24T08:00:00.00+05:30,710771,2338035,57542,3106348
2020-08-25T08:00:00.00+05:30,704348,2404585,58390,3167323
2020-08-26T08:00:00.00+05:30,707267,2467758,59449,3234474
2020-08-27T08:00:00.00+05:30,725991,2523771,60472,3310234
2020-08-28T08:00:00.00+05:30,742023,2583948,61529,3387500
2020-08-29T08:00:00.00+05:30,752424,2648998,62550,3463972
2020-08-30T08:00:00.00+05:30,765302,2713933,63498,3542733
2020-08-31T08:00:00.00+05:30,781975,2774801,64469,3621245
2020-09-01T08:00:00.00+05:30,785996,2839882,65288,3691166
2020-09-02T08:00:00.00+05:30,801282,2901908,66333,3769523
2020-09-03T08:00:00.00+05:30,815538,2970492,67376,3853406
2020-09-04T08:00:00.00+05:30,831124,3037151,68472,3936747
2020-09-05T08:00:00.00+05:30,846395,3107223,69561,4023179
2020-09-06T08:00:00.00+05:30,862320,3180865,70626,4113811
2020-09-07T08:00:00.00+05:30,882542,3250429,71642,4204613
2020-09-08T08:00:00.00+05:30,883697,3323950,72775,4280422
2020-09-09T08:00:00.00+05:30,897394,3398844,73890,4370128
2020-09-10T08:00:00.00+05:30,919018,3471783,75062,4465863
2020-09-11T08:00:00.00+05:30,943480,3542663,76271,4562414
2020-09-12T08:00:00.00+05:30,958316,3624196,77472,4659984
2020-09-13T08:00:00.00+05:30,973175,3702595,78586,4754356
2020-09-14T08:00:00.00+05:30,986598,3780107,79722,4846427
2020-09-15T08:00:00.00+05:30,990061,3859399,80776,4930236
2020-09-16T08:00:00.00+05:30,995933,3942360,82066,5020359
2020-09-17T08:00:00.00+05:30,1009976,4025079,83198,5118253
2020-09-18T08:00:00.00+05:30,1017754,4112551,84372,5214677
2020-09-19T08:00:00.00+05:30,1013964,4208431,85619,5308014
2020-09-20T08:00:00.00+05:30,1010824,4303043,86752,5400619
2020-09-21T08:00:00.00+05:30,1003299,4396399,87882,5487580
2020-09-22T08:00:00.00+05:30,975861,4497867,88935,5562663
2020-09-23T08:00:00.00+05:30,968377,4587613,90020,5646010
2020-09-24T08:00:00.00+05:30,966382,4674987,91149,5732518
2020-09-25T08:00:00.00+05:30,970116,4756164,92290,5818570
2020-09-26T08:00:00.00+05:30,960969,4849584,93379,5903932
2020-09-27T08:00:00.00+05:30,956402,4941627,94503,5992532
2020-09-28T08:00:00.00+05:30,962640,5016520,95542,6074702
2020-09-29T08:00:00.00+05:30,947576,5101397,96318,6145291
2020-09-30T08:00:00.00+05:30,940441,5187825,97497,6225763
2020-10-01T08:00:00.00+05:30,940705,5273201,98678,6312584
2020-10-02T08:00:00.00+05:30,942217,5352078,99773,6394068
2020-10-03T08:00:00.00+05:30,944996,5427706,100842,6473544
2020-10-04T08:00:00.00+05:30,937625,5509966,101782,6549373
2020-10-05T08:00:00.00+05:30,934427,5586703,102685,6623815
2020-10-06T08:00:00.00+05:30,919023,5662490,103569,6685082
2020-10-07T08:00:00.00+05:30,907883,5744693,104555,6757131
2020-10-08T08:00:00.00+05:30,902425,5827704,105526,6835655
2020-10-09T08:00:00.00+05:30,893592,5906069,106490,6906151
2020-10-10T08:00:00.00+05:30,883185,5988822,107416,6979423
2020-10-11T08:00:00.00+05:30,867496,6077976,108334,7053806
2020-10-12T08:00:00.00+05:30,861853,6149535,109150,7120538
2020-10-13T08:00:00.00+05:30,838729,6227295,109856,7175880
2020-10-14T08:00:00.00+05:30,826876,6301927,110586,7239389
2020-10-15T08:00:00.00+05:30,812390,6383441,111266,7307097
2020-10-16T08:00:00.00+05:30,804528,6453779,112161,7370468
2020-10-17T08:00:00.00+05:30,795087,6524595,112998,7432680
2020-10-18T08:00:00.00+05:30,783311,6597209,114031,7494551
2020-10-19T08:00:00.00+05:30,772055,6663608,114610,7550273
2020-10-20T08:00:00.00+05:30,748538,6733328,115197,7597063
2020-10-21T08:00:00.00+05:30,740089,6795103,115914,7651106
