Date,active_cases,cured,death,total_confirmed_cases
2021-12-18T08:00:00.00+05:30,84565,34171471,477158,34733194
2021-12-19T08:00:00.00+05:30,83913,34178940,477422,34740275
2021-12-20T08:00:00.00+05:30,82267,34187017,477554,34746838
2021-12-21T08:00:00.00+05:30,79097,34195060,478007,34752164
2021-12-22T08:00:00.00+05:30,78190,34201966,478325,34758481
2021-12-23T08:00:00.00+05:30,78291,34208926,478759,34765976
2021-12-24T08:00:00.00+05:30,77516,34215977,479133,34772626
2021-12-25T08:00:00.00+05:30,77032,34223263,479520,34779815
2021-12-26T08:00:00.00+05:30,76766,34230354,479682,34786802
2021-12-27T08:00:00.00+05:30,75841,34237495,479997,34793333
2021-12-28T08:00:00.00+05:30,75456,34243945,480290,34799691
2021-12-29T08:00:00.00+05:30,77002,34251292,480592,34808886
2021-12-30T08:00:00.00+05:30,82402,34258778,480860,34822040
2021-12-31T08:00:00.00+05:30,91361,34266363,481080,34838804
2022-01-01T08:00:00.00+05:30,104781,34275312,481486,34861579
2022-01-02T08:00:00.00+05:30,122801,34284561,481770,34889132
2022-01-03T08:00:00.00+05:30,145582,34295407,481893,34922882
2022-01-04T08:00:00.00+05:30,171830,34306414,482017,34960261
2022-01-05T08:00:00.00+05:30,214004,34321803,482551,35018358
2022-01-06T08:00:00.00+05:30,285401,34341009,482876,35109286
2022-01-07T08:00:00.00+05:30,371363,34371845,483178,35226386
2022-01-08T08:00:00.00+05:30,472169,34412740,483463,35368372
2022-01-09T08:00:00.00+05:30,590611,34453603,483790,35528004
2022-01-10T08:00:00.00+05:30,723619,34500172,483936,35707727
2022-01-11T08:00:00.00+05:30,821446,34570131,484213,35875790
2022-01-12T08:00:00.00+05:30,-644404,36230536,484378,36070510
2022-01-13T08:00:00.00+05:30,1117531,34715361,485035,36317927
2022-01-14T08:00:00.00+05:30,1272073,34824706,485350,36582129
2022-01-15T08:00:00.00+05:30,1417820,34947390,485752,36850962
2022-01-16T08:00:00.00+05:30,1550377,35085721,486066,37122164
2022-01-17T08:00:00.00+05:30,1656341,35237461,486451,37380253
2022-01-18T08:00:00.00+05:30,1736628,35394882,486761,37618271
2022-01-19T08:00:00.00+05:30,1831000,35583039,487202,37901241
2022-01-20T08:00:00.00+05:30,1924051,35807029,487693,38218773
2022-01-21T08:00:00.00+05:30,2018825,36058806,488396,38566027
2022-01-22T08:00:00.00+05:30,2113365,36301482,488884,38903731
2022-01-23T08:00:00.00+05:30,2187205,36560650,489409,39237264
2022-01-24T08:00:00.00+05:30,2249335,36804145,489848,39543328
2022-01-25T08:00:00.00+05:30,2236842,37071898,490462,39799202
2022-01-26T08:00:00.00+05:30,2223018,37370971,491127,40085116
2022-01-27T08:00:00.00+05:30,2202472,37677328,491700,40371500
2022-01-28T08:00:00.00+05:30,2105611,38024771,492327,40622709
2022-01-29T08:00:00.00+05:30,2004333,38360710,493198,40858241
2022-01-30T08:00:00.00+05:30,1884937,38713494,494091,41092522
2022-01-31T08:00:00.00+05:30,1831268,38976122,495050,41302440
2022-02-01T08:00:00.00+05:30,1743059,39230198,496242,41469499
2022-02-02T08:00:00.00+05:30,1621603,39511307,497975,41630885
2022-02-03T08:00:00.00+05:30,1533921,39770414,498983,41803318
2022-02-04T08:00:00.00+05:30,1435569,40017088,500055,41952712
2022-02-05T08:00:00.00+05:30,1331648,40247902,501114,42080664
2022-02-06T08:00:00.00+05:30,1225011,40461148,501979,42188138
2022-02-07T08:00:00.00+05:30,1108938,40660202,502874,42272014
2022-02-08T08:00:00.00+05:30,994891,40840658,504062,42339611
2022-02-09T08:00:00.00+05:30,892828,41012869,505279,42410976
2022-02-10T08:00:00.00+05:30,790789,41180751,506520,42478060
2022-02-11T08:00:00.00+05:30,697802,41331158,507177,42536137
2022-02-12T08:00:00.00+05:30,610443,41468120,507981,42586544
2022-02-13T08:00:00.00+05:30,537045,41585711,508665,42631421
2022-02-14T08:00:00.00+05:30,478882,41677641,509011,42665534
2022-02-15T08:00:00.00+05:30,423127,41760458,509358,42692943
2022-02-16T08:00:00.00+05:30,370240,41843446,509872,42723558
2022-02-17T08:00:00.00+05:30,332918,41910984,510413,42754315
2022-02-18T08:00:00.00+05:30,292092,41977238,510905,42780235
2022-02-19T08:00:00.00+05:30,253739,42037536,511230,42802505
2022-02-20T08:00:00.00+05:30,224187,42086383,511903,42822473
2022-02-21T08:00:00.00+05:30,202131,42124284,512109,42838524
2022-02-22T08:00:00.00+05:30,181075,42158510,512344,42851929
2022-02-23T08:00:00.00+05:30,164522,42189887,512622,42867031
2022-02-24T08:00:00.00+05:30,148359,42219896,512924,42881179
2022-02-25T08:00:00.00+05:30,134235,42246884,513226,42894345
2022-02-26T08:00:00.00+05:30,121881,42270482,513481,42905844
2022-02-27T08:00:00.00+05:30,111472,42290921,513724,42916117
2022-02-28T08:00:00.00+05:30,102601,42307686,513843,42924130
2022-03-01T08:00:00.00+05:30,92472,42324550,514023,42931045
2022-03-02T08:00:00.00+05:30,85680,42338673,514246,42938599
2022-03-03T08:00:00.00+05:30,77152,42353620,514388,42945160
2022-03-04T08:00:00.00+05:30,69897,42367070,514589,42951556
2022-03-05T08:00:00.00+05:30,63878,42378721,514878,42957477
2022-03-06T08:00:00.00+05:30,59442,42388475,515036,42962953
2022-03-07T08:00:00.00+05:30,54118,42398095,515102,42967315
2022-03-08T08:00:00.00+05:30,49948,42406150,515210,42971308
2022-03-09T08:00:00.00+05:30,46962,42413566,515355,42975883
2022-03-10T08:00:00.00+05:30,44488,42420120,515459,42980067
2022-03-11T08:00:00.00+05:30,42219,42426328,515714,42984261
2022-03-12T08:00:00.00+05:30,40559,42431513,515803,42987875
2022-03-13T08:00:00.00+05:30,38069,42437072,515850,42990991
2022-03-14T08:00:00.00+05:30,36168,42441449,515877,42993494
2022-03-15T08:00:00.00+05:30,33917,42446171,515974,42996062
2022-03-16T08:00:00.00+05:30,32811,42450055,516072,42998938
2022-03-17T08:00:00.00+05:30,30799,42454546,516132,43001477
2022-03-18T08:00:00.00+05:30,29181,42458543,516281,43004005
2022-03-19T08:00:00.00+05:30,27802,42461926,516352,43006080
2022-03-20T08:00:00.00+05:30,26240,42465122,516479,43007841
2022-03-21T08:00:00.00+05:30,25106,42467774,516510,43009390
2022-03-22T08:00:00.00+05:30,23913,42470515,516543,43010971
2022-03-23T08:00:00.00+05:30,23087,42473057,516605,43012749
2022-03-24T08:00:00.00+05:30,22427,42475588,516672,43014687
2022-03-25T08:00:00.00+05:30,21530,42478087,516755,43016372
2022-03-26T08:00:00.00+05:30,16741,42480436,520855,43018032
2022-03-27T08:00:00.00+05:30,16187,42482262,521004,43019453
2022-03-28T08:00:00.00+05:30,15859,42483829,521035,43020723
2022-03-29T08:00:00.00+05:30,15378,42485534,521070,43021982
2022-03-30T08:00:00.00+05:30,14704,42487410,521101,43023215
2022-03-31T08:00:00.00+05:30,14307,42489004,521129,43024440
2022-04-01T08:00:00.00+05:30,13672,42490922,521181,43025775
2022-04-02T08:00:00.00+05:30,13445,42492326,521264,43027035
2022-04-03T08:00:00.00+05:30,13013,42493773,521345,43028131
2022-04-04T08:00:00.00+05:30,12597,42495089,521358,43029044
2022-04-05T08:00:00.00+05:30,12054,42496369,521416,43029839
2022-04-06T08:00:00.00+05:30,11871,42497567,521487,43030925
2022-04-07T08:00:00.00+05:30,11639,42498789,521530,43031958
2022-04-09T08:00:00.00+05:30,11365,42501196,521656,43034217
2022-04-10T08:00:00.00+05:30,11132,42502454,521685,43035271
2022-04-11T08:00:00.00+05:30,11058,42503383,521691,43036132
2022-04-12T08:00:00.00+05:30,10889,42504329,521710,43036928
2022-04-13T08:00:00.00+05:30,10870,42505410,521736,43038016
2022-04-14T08:00:00.00+05:30,11058,42506228,521737,43039023
2022-04-15T08:00:00.00+05:30,11191,42507038,521743,43039972
2022-04-16T08:00:00.00+05:30,11366,42507834,521747,43040947
2022-04-17T08:00:00.00+05:30,11558,42508788,521751,43042097
2022-04-19T08:00:00.00+05:30,11860,42511701,521966,43045527
2022-04-20T08:00:00.00+05:30,12340,42513248,522006,43047594
2022-04-21T08:00:00.00+05:30,13433,42514479,522062,43049974
2022-04-22T08:00:00.00+05:30,14241,42516068,522116,43052425
2022-04-23T08:00:00.00+05:30,15079,42517724,522149,43054952
2022-04-24T08:00:00.00+05:30,15873,42519479,522193,43057545
2022-04-25T08:00:00.00+05:30,16522,42521341,522223,43060086
2022-04-26T08:00:00.00+05:30,15636,42523311,523622,43062569
2022-04-27T08:00:00.00+05:30,16279,42525563,523654,43065496
2022-04-28T08:00:00.00+05:30,16980,42528126,523693,43068799
2022-04-29T08:00:00.00+05:30,17801,42530622,523753,43072176
2022-04-30T08:00:00.00+05:30,18684,42533377,523803,43075864
2022-05-01T08:00:00.00+05:30,19092,42536253,523843,43079188
2022-05-03T08:00:00.00+05:30,19137,42541887,523889,43084913
2022-05-04T08:00:00.00+05:30,19509,42544689,523920,43088118
2022-05-05T08:00:00.00+05:30,19719,42547699,523975,43091393
2022-05-06T08:00:00.00+05:30,19688,42551248,524002,43094938
2022-05-07T08:00:00.00+05:30,20303,42554416,524024,43098743
2022-05-08T08:00:00.00+05:30,20635,42557495,524064,43102194
2022-05-09T08:00:00.00+05:30,20403,42560905,524093,43105401
2022-05-10T08:00:00.00+05:30,19637,42563949,524103,43107689
2022-05-11T08:00:00.00+05:30,19494,42566935,524157,43110586
2022-05-12T08:00:00.00+05:30,19067,42570165,524181,43113413
2022-05-13T08:00:00.00+05:30,18604,42573460,524190,43116254
2022-05-14T08:00:00.00+05:30,18096,42576815,524201,43119112
2022-05-15T08:00:00.00+05:30,17692,42579693,524214,43121599
2022-05-16T08:00:00.00+05:30,17317,42582243,524241,43123801
2022-05-17T08:00:00.00+05:30,16400,42584710,524260,43125370
2022-05-18T08:00:00.00+05:30,15647,42587259,524293,43127199
2022-05-19T08:00:00.00+05:30,15419,42589841,524303,43129563
2022-05-21T08:00:00.00+05:30,14996,42594801,524348,43134145
2022-05-22T08:00:00.00+05:30,14955,42597003,524413,43136371
2022-05-23T08:00:00.00+05:30,14832,42599102,524459,43138393
2022-05-24T08:00:00.00+05:30,14841,42600737,524490,43140068
2022-05-25T08:00:00.00+05:30,14971,42602714,524507,43142192
2022-05-26T08:00:00.00+05:30,15414,42604881,524525,43144820
2022-05-27T08:00:00.00+05:30,15814,42607177,524539,43147530
2022-05-28T08:00:00.00+05:30,16308,42609335,524572,43150215
2022-05-29T08:00:00.00+05:30,17087,42611370,524586,43153043
2022-05-30T08:00:00.00+05:30,17698,42613440,524611,43155749
2022-05-31T08:00:00.00+05:30,17883,42615574,524630,43158087
2022-06-01T08:00:00.00+05:30,18386,42617810,524636,43160832
2022-06-02T08:00:00.00+05:30,19509,42620394,524641,43164544
2022-06-03T08:00:00.00+05:30,21177,42622757,524651,43168585
2022-06-04T08:00:00.00+05:30,22416,42625454,524677,43172547
2022-06-05T08:00:00.00+05:30,24052,42628073,524692,43176817
2022-06-06T08:00:00.00+05:30,25782,42630852,524701,43181335
2022-06-07T08:00:00.00+05:30,26976,42633365,524708,43185049
2022-06-08T08:00:00.00+05:30,28857,42636710,524715,43190282
2022-06-09T08:00:00.00+05:30,32498,42640301,524723,43197522
2022-06-10T08:00:00.00+05:30,36267,42644092,524747,43205106
2022-06-11T08:00:00.00+05:30,40370,42648308,524757,43213435
2022-06-12T08:00:00.00+05:30,44513,42652743,524761,43222017
2022-06-13T08:00:00.00+05:30,47995,42657335,524771,43230101
2022-06-14T08:00:00.00+05:30,50548,42661370,524777,43236695
2022-06-15T08:00:00.00+05:30,53637,42667088,524792,43245517
2022-06-16T08:00:00.00+05:30,58215,42674712,524803,43257730
2022-06-17T08:00:00.00+05:30,63063,42682697,524817,43270577
2022-06-18T08:00:00.00+05:30,68108,42690845,524840,43283793
2022-06-19T08:00:00.00+05:30,72474,42699363,524855,43296692
2022-06-20T08:00:00.00+05:30,76700,42707900,524873,43309473
2022-06-21T08:00:00.00+05:30,79313,42715193,524890,43319396
2022-06-22T08:00:00.00+05:30,81687,42725055,524903,43331645
2022-06-24T08:00:00.00+05:30,88284,42749056,524954,43362294
2022-06-25T08:00:00.00+05:30,91779,42761481,524974,43378234
2022-06-26T08:00:00.00+05:30,92576,42772398,524999,43389973
2022-06-27T08:00:00.00+05:30,94420,42787606,525020,43407046
2022-06-28T08:00:00.00+05:30,96700,42797092,525047,43418839
2022-06-29T08:00:00.00+05:30,99602,42808666,525077,43433345
2022-06-30T08:00:00.00+05:30,104555,42822493,525116,43452164
2022-07-01T08:00:00.00+05:30,107189,42836906,525139,43469234
2022-07-02T08:00:00.00+05:30,109568,42851590,525168,43486326
2022-07-03T08:00:00.00+05:30,111711,42865519,525199,43502429
2022-07-04T08:00:00.00+05:30,113864,42879477,525223,43518564
2022-07-05T08:00:00.00+05:30,114475,42891933,525242,43531650
2022-07-06T08:00:00.00+05:30,115212,42907327,525270,43547809
2022-07-07T08:00:00.00+05:30,119457,42921977,525305,43566739
2022-07-08T08:00:00.00+05:30,122335,42937876,525343,43585554
2022-07-09T08:00:00.00+05:30,125028,42953980,525386,43604394
2022-07-10T08:00:00.00+05:30,128690,42968533,525428,43622651
2022-07-11T08:00:00.00+05:30,130713,42983162,525454,43639329
2022-07-12T08:00:00.00+05:30,131043,42996427,525474,43652944
2022-07-13T08:00:00.00+05:30,132457,43011874,525519,43669850
2022-07-14T08:00:00.00+05:30,136076,43028356,525557,43689989
2022-07-15T08:00:00.00+05:30,139073,43045350,525604,43710027
2022-07-16T08:00:00.00+05:30,140760,43063651,525660,43730071
2022-07-17T08:00:00.00+05:30,143449,43081441,525709,43750599
2022-07-18T08:00:00.00+05:30,144264,43097510,525760,43767534
2022-07-19T08:00:00.00+05:30,143654,43113623,525785,43783062
2022-07-20T08:00:00.00+05:30,145654,43132140,525825,43803619
2022-07-21T08:00:00.00+05:30,148881,43150434,525870,43825185
2022-07-22T08:00:00.00+05:30,149482,43171653,525930,43847065
2022-07-23T08:00:00.00+05:30,150100,43192379,525997,43868476
2022-07-24T08:00:00.00+05:30,152200,43210522,526033,43888755
2022-07-25T08:00:00.00+05:30,150877,43228670,526074,43905621
2022-07-27T08:00:00.00+05:30,145026,43267571,526167,43938764
2022-07-28T08:00:00.00+05:30,146323,43286787,526211,43959321
2022-07-29T08:00:00.00+05:30,143988,43309484,526258,43979730
2022-07-30T08:00:00.00+05:30,143384,43330442,526312,44000138
2022-07-31T08:00:00.00+05:30,143676,43349778,526357,44019811
2022-08-01T08:00:00.00+05:30,143989,43365890,526396,44036275
2022-08-02T08:00:00.00+05:30,139792,43383787,526430,44050009
2022-08-03T08:00:00.00+05:30,137057,43403610,526477,44067144
2022-08-04T08:00:00.00+05:30,136478,43424029,526530,44087037
2022-08-05T08:00:00.00+05:30,135364,43445624,526600,44107588
2022-08-06T08:00:00.00+05:30,134793,43465552,526649,44126994
2022-08-08T08:00:00.00+05:30,135510,43499659,526730,44161899
2022-08-09T08:00:00.00+05:30,131807,43516071,526772,44174650
2022-08-10T08:00:00.00+05:30,128261,43535610,526826,44190697
2022-08-11T08:00:00.00+05:30,125076,43555041,526879,44206996
2022-08-12T08:00:00.00+05:30,123535,43573094,526928,44223557
2022-08-13T08:00:00.00+05:30,119264,43593112,526996,44239372
2022-08-15T08:00:00.00+05:30,117508,43623804,527069,44268381
2022-08-16T08:00:00.00+05:30,111252,43638844,527098,44277194
2022-08-17T08:00:00.00+05:30,105058,43654064,527134,44286256
2022-08-18T08:00:00.00+05:30,101343,43670315,527206,44298864
2022-08-19T08:00:00.00+05:30,101830,43685535,527253,44314618
2022-08-20T08:00:00.00+05:30,101166,43699435,527289,44327890
2022-08-21T08:00:00.00+05:30,99879,43712218,527332,44339429
2022-08-22T08:00:00.00+05:30,97648,43723944,527368,44348960
2022-08-23T08:00:00.00+05:30,96506,43733624,527416,44357546
2022-08-24T08:00:00.00+05:30,96442,43744301,527452,44368195
2022-08-25T08:00:00.00+05:30,94047,43757385,527488,44378920
2022-08-26T08:00:00.00+05:30,90707,43770913,527556,44389176
2022-08-27T08:00:00.00+05:30,87311,43783788,527597,44398696
2022-08-29T08:00:00.00+05:30,84931,43802993,527799,44415723
